SampleID,sigma_model,tau2,posterior_density,chi2_sigma_min_at_tau2
EDTRPAS1-35,marginalised,2495.072743176992,0.006352941737512934,6.055059909820557
EDTRPAS1-35,marginalised,2568.395073622796,0.00633299015614723,6.064540386199951
EDTRPAS1-35,marginalised,2643.8721164539234,0.006311861570302848,6.0746235847473145
EDTRPAS1-35,marginalised,2721.5671918817625,0.006289484372193208,6.085351467132568
EDTRPAS1-35,marginalised,2801.5454808993104,0.006265805047815693,6.096761226654053
EDTRPAS1-35,marginalised,2883.8740799636776,0.006240789643684171,6.108877658843994
EDTRPAS1-35,marginalised,2968.6220572855505,0.006214437733952461,6.121713638305664
EDTRPAS1-35,marginalised,3055.860510772818,0.006186763409972356,6.135272026062012
EDTRPAS1-35,marginalised,3145.6626276769803,0.0061578017732830045,6.149548530578613
EDTRPAS1-35,marginalised,3238.1037459923787,0.006127597817192574,6.164535045623779
EDTRPAS1-35,marginalised,3333.2614176597526,0.006096200462742969,6.180219650268555
EDTRPAS1-35,marginalised,3431.215473627155,0.00606366441340549,6.196586608886719
EDTRPAS1-35,marginalised,3532.0480908227973,0.00603003790210239,6.213626861572266
EDTRPAS1-35,marginalised,3635.8438610960216,0.00599536916313138,6.231330394744873
EDTRPAS1-35,marginalised,3742.689862184224,0.005959699380242536,6.249687194824219
EDTRPAS1-35,marginalised,3852.6757307652774,0.005923060908734941,6.2686967849731445
EDTRPAS1-35,marginalised,3965.893737656736,0.005885468367168065,6.288366317749023
EDTRPAS1-35,marginalised,4082.438865224901,0.005846910672124235,6.308714389801025
EDTRPAS1-35,marginalised,4202.408887068701,0.005807346186748469,6.329782485961914
EDTRPAS1-35,marginalised,4325.904450045231,0.005766689565279925,6.3516316413879395
EDTRPAS1-35,marginalised,4453.029158705756,0.00572482797252995,6.374345302581787
EDTRPAS1-35,marginalised,4583.889662213034,0.005681598592853534,6.3980326652526855
EDTRPAS1-35,marginalised,4718.595743812856,0.005636817967110978,6.422826290130615
EDTRPAS1-35,marginalised,4857.260412934877,0.0055902794307516055,6.448870658874512
EDTRPAS1-35,marginalised,5000.000000000004,0.005541772137657992,6.4763264656066895
EDTRPAS1-29,marginalised,575.0000000000001,1.6023364118036604e-17,243.7801971435547
EDTRPAS1-29,marginalised,591.8974392115938,2.0867440550900375e-17,241.7367706298828
EDTRPAS1-29,marginalised,609.2914409482476,2.7491283811491912e-17,239.60499572753906
EDTRPAS1-29,marginalised,627.1965976187995,3.6502162527825386e-17,237.41339111328125
EDTRPAS1-29,marginalised,645.6279304570292,4.870321742676176e-17,235.18472290039062
EDTRPAS1-29,marginalised,664.6009021234721,6.517004539592934e-17,232.93455505371094
EDTRPAS1-29,marginalised,684.131429677562,8.734242801987614e-17,230.67286682128906
EDTRPAS1-29,marginalised,704.2358979309834,1.17140902872146e-16,228.4065399169922
EDTRPAS1-29,marginalised,724.9311731934372,1.570821593674952e-16,226.14212036132812
EDTRPAS1-29,marginalised,746.2346174223509,2.1038396435963223e-16,223.8879852294922
EDTRPAS1-29,marginalised,768.1641027884049,2.8102626159731188e-16,221.65509033203125
EDTRPAS1-29,marginalised,790.7380266690927,3.738377337932778e-16,219.4549102783203
