SampleID,sigma_model,tau2,posterior_density,chi2_sigma_min_at_tau2
EDTRPAS1-35,marginalised,2582.799889948946,0.006085214580495568,6.066439151763916
EDTRPAS1-35,marginalised,2638.6441816013694,0.006073663887423336,6.073914051055908
EDTRPAS1-35,marginalised,2695.6959167426553,0.006061609984498593,6.08173942565918
EDTRPAS1-35,marginalised,2753.9812022448905,0.0060490338025640114,6.089932441711426
EDTRPAS1-35,marginalised,2813.5267094527658,0.006035923679845604,6.098501682281494
EDTRPAS1-35,marginalised,2874.359686388374,0.006022271318365843,6.10745906829834
EDTRPAS1-35,marginalised,2936.50797021992,0.006008074258436824,6.116808891296387
EDTRPAS1-35,marginalised,2999.9999999999977,0.00599333870846186,6.126551628112793
EDTRPAS1-29,marginalised,1150.0000000000005,1.4562203329088818e-06,192.95150756835938
EDTRPAS1-29,marginalised,1174.8648513770668,1.5188936443663591e-06,191.3194580078125
EDTRPAS1-29,marginalised,1200.2673208706578,1.5855234174645775e-06,189.66015625
EDTRPAS1-29,marginalised,1226.219032649962,1.6564787451498721e-06,187.97174072265625
EDTRPAS1-29,marginalised,1252.7318622174155,1.732131212606598e-06,186.25332641601562
EDTRPAS1-29,marginalised,1279.8179418429386,1.812857242657449e-06,184.50460815429688
EDTRPAS1-29,marginalised,1307.489666115658,1.8990386970431523e-06,182.72593688964844
EDTRPAS1-29,marginalised,1335.759697615672,1.990997395458492e-06,180.91941833496094
EDTRPAS1-29,marginalised,1364.640972708446,2.0890348483892654e-06,179.08790588378906
